nct_id,intervention_name,intervention_type,condition,phase,overall_status,sponsor,smiles
NCT05232864,Secukinumab,DRUG,Lupus Nephritis,phase3,TERMINATED,Novartis Pharmaceuticals,
NCT05239663,Ganglioside-Monosialic Acid,DRUG,Chemotherapy-Related Cognitive Impairment; Breast Cancer,phase3,TERMINATED,Sun Yat-sen University,
NCT05239663,250ml normal saline (NS),DRUG,Chemotherapy-Related Cognitive Impairment; Breast Cancer,phase3,TERMINATED,Sun Yat-sen University,
NCT05129163,Exercise,BEHAVIORAL,Frailty,na,TERMINATED,"Academia Sinica, Taiwan",
NCT05129163,Nutrition activities,BEHAVIORAL,Frailty,na,TERMINATED,"Academia Sinica, Taiwan",
NCT01874821,Dynasplint,DEVICE,Adhesive Capsulitis,na,TERMINATED,"Dynasplint Systems, Inc.",
NCT01874821,Standard of Care,OTHER,Adhesive Capsulitis,na,TERMINATED,"Dynasplint Systems, Inc.",
NCT03707314,Angiography with follow-on revascularisation if indicated,PROCEDURE,Cardiovascular; Attack,na,TERMINATED,"University Hospitals, Leicester",
NCT02034916,talazoparib,DRUG,Breast Neoplasms; BRCA 1 Gene Mutation; BRCA 2 Gene Mutation,phase2,TERMINATED,Pfizer,
NCT00526604,work related rehabilitation,BEHAVIORAL,Low Back Pain,phase3,TERMINATED,Ullevaal University Hospital,
NCT05219604,DiphenhydrAMINE Injectable Solution,DRUG,Central Nervous System Effects of Diphenhydramine; Pharmacokinetics of Diphenhydramine,phase4,TERMINATED,Dent Neuroscience Research Center,
NCT04191733,KINCISE(TM) Surgical Automated System,DEVICE,Osteoarthritis; Rheumatoid Arthritis; Post Traumatic Arthritis,na,TERMINATED,DePuy Orthopaedics,
NCT00618384,Sorafenib,DRUG,Hepatocellular Carcinoma,phase2,TERMINATED,"Heinrich-Heine University, Duesseldorf",
NCT03605758,Ivermectin,DRUG,Strongyloides Stercoralis Infection; Strongyloidiasis,phase3,TERMINATED,Albert Einstein College of Medicine,
NCT05735600,AyuDa Virtual: Aprender y Utilizar Decisiones Apreciables (Spanish) - Learning and Utilizing Significant Choices (English),BEHAVIORAL,Childhood Obesity,na,TERMINATED,Ana Maria Linares,
NCT05735600,AyuDa Written: Aprender y Utilizar Decisiones Apreciables (Spanish) - Learning and Utilizing Significant Choices (English),BEHAVIORAL,Childhood Obesity,na,TERMINATED,Ana Maria Linares,
NCT00975611,"Amantadine Hydrochloride, USP",DRUG,Schizophrenia; Schizoaffective Disorder,phase4,TERMINATED,"David C. Henderson, MD",
NCT00975611,"Amantadine Hydrochloride, USP",DRUG,Schizophrenia; Schizoaffective Disorder,phase4,TERMINATED,"David C. Henderson, MD",
NCT00975611,Placebo,DRUG,Schizophrenia; Schizoaffective Disorder,phase4,TERMINATED,"David C. Henderson, MD",
NCT05394064,SBT101,OTHER,AMN; AMN Gene Mutation; X-ALD,phase1; phase2,TERMINATED,"SwanBio Therapeutics, Inc.",
NCT05394064,Imitation Procedure,PROCEDURE,AMN; AMN Gene Mutation; X-ALD,phase1; phase2,TERMINATED,"SwanBio Therapeutics, Inc.",
NCT02041299,Deferiprone,DRUG,Iron Overload; Sickle Cell Disease; Other Anemias,phase4,TERMINATED,ApoPharma,
NCT02041299,Deferoxamine,DRUG,Iron Overload; Sickle Cell Disease; Other Anemias,phase4,TERMINATED,ApoPharma,
NCT07105332,OMI and Photometer,DEVICE,Diabetes (DM),na,TERMINATED,EyeSense GmbH,
NCT03603587,biopsy,PROCEDURE,Skin Aging; Skin Cancer,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT03603587,blood sample,OTHER,Skin Aging; Skin Cancer,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT03603587,questionnaire on sun exposure,OTHER,Skin Aging; Skin Cancer,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT03603587,examination of the scalp,OTHER,Skin Aging; Skin Cancer,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT03603587,Norwood scale,OTHER,Skin Aging; Skin Cancer,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT03603587,questionnaire of clinicals signs,OTHER,Skin Aging; Skin Cancer,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT03603587,scinexa score,OTHER,Skin Aging; Skin Cancer,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT03603587,questionnaire of the history of the hair loss,OTHER,Skin Aging; Skin Cancer,na,TERMINATED,Centre Hospitalier Universitaire de Saint Etienne,
NCT06282614,Mucogyne Ovule,DEVICE,Vaginal Dryness,na,TERMINATED,Biocodex,
NCT03722316,Immersive Nature Video,OTHER,Mild Dementia; Mild Cognitive Impairment,na,TERMINATED,University of Southern California,
NCT03722316,Neutral Video,OTHER,Mild Dementia; Mild Cognitive Impairment,na,TERMINATED,University of Southern California,
NCT06500533,rTMS combined with tDCS,DEVICE,Major Depression; Treatment Resistant Depression,na,TERMINATED,Regionspsykiatrien Gødstrup,
NCT01602328,AC607,BIOLOGICAL,Acute Kidney Injury,phase2,TERMINATED,AlloCure Inc.,
NCT01602328,Vehicle Only,BIOLOGICAL,Acute Kidney Injury,phase2,TERMINATED,AlloCure Inc.,
NCT02911467,Pyruvate (13C),DRUG,Prostate Cancer,phase1,TERMINATED,Rahul Aggarwal,
NCT02911467,MRI,DEVICE,Prostate Cancer,phase1,TERMINATED,Rahul Aggarwal,
NCT02115971,Jumping exercise,OTHER,Joint Instability; Chronic Disease; Sprains,na,TERMINATED,Swanenburg,
NCT02115971,Strength exercise,OTHER,Joint Instability; Chronic Disease; Sprains,na,TERMINATED,Swanenburg,
NCT03106571,Pomaglumetad methionil,DRUG,Methamphetamine Use Disorder,phase1,TERMINATED,"University of California, Los Angeles",
NCT03106571,Placebo,DRUG,Methamphetamine Use Disorder,phase1,TERMINATED,"University of California, Los Angeles",
NCT03106571,Methamphetamine,DRUG,Methamphetamine Use Disorder,phase1,TERMINATED,"University of California, Los Angeles",
NCT00003009,aldesleukin,BIOLOGICAL,"Unspecified Adult Solid Tumor, Protocol Specific",phase1,TERMINATED,University of Southern California,
NCT03809663,Tezepelumab,DRUG,Atopic Dermatitis,phase2,TERMINATED,Amgen,
NCT03809663,Placebo,OTHER,Atopic Dermatitis,phase2,TERMINATED,Amgen,
NCT00110721,GM-CT-01 plus 5-Fluorouracil,DRUG,Colorectal Cancer,phase2,TERMINATED,Galectin Therapeutics Inc.,
NCT01005914,cyclophosphamide,DRUG,Leukemia,phase2,TERMINATED,OHSU Knight Cancer Institute,
NCT01005914,cytarabine,DRUG,Leukemia,phase2,TERMINATED,OHSU Knight Cancer Institute,
NCT01005914,dexamethasone,DRUG,Leukemia,phase2,TERMINATED,OHSU Knight Cancer Institute,
NCT01005914,doxorubicin hydrochloride,DRUG,Leukemia,phase2,TERMINATED,OHSU Knight Cancer Institute,
NCT01005914,imatinib mesylate,DRUG,Leukemia,phase2,TERMINATED,OHSU Knight Cancer Institute,
NCT01005914,methotrexate,DRUG,Leukemia,phase2,TERMINATED,OHSU Knight Cancer Institute,
NCT01005914,methylprednisolone,DRUG,Leukemia,phase2,TERMINATED,OHSU Knight Cancer Institute,
NCT01005914,pegaspargase,DRUG,Leukemia,phase2,TERMINATED,OHSU Knight Cancer Institute,
NCT01005914,vincristine sulfate,DRUG,Leukemia,phase2,TERMINATED,OHSU Knight Cancer Institute,
NCT02382614,Spiration Valve System,DEVICE,Pulmonary Air Leaks,na,TERMINATED,Olympus Corporation of the Americas,
NCT02282514,Autologous Hematopoietic Stem Cells,BIOLOGICAL,Stiff-Person Syndrome,phase1; phase2,TERMINATED,Northwestern University,
NCT02282514,Cyclophosphamide,DRUG,Stiff-Person Syndrome,phase1; phase2,TERMINATED,Northwestern University,
NCT02282514,Mesna,DRUG,Stiff-Person Syndrome,phase1; phase2,TERMINATED,Northwestern University,
NCT02282514,rATG,DRUG,Stiff-Person Syndrome,phase1; phase2,TERMINATED,Northwestern University,
NCT02282514,Methylprednisolone,DRUG,Stiff-Person Syndrome,phase1; phase2,TERMINATED,Northwestern University,
NCT02282514,G-CSF,DRUG,Stiff-Person Syndrome,phase1; phase2,TERMINATED,Northwestern University,
NCT02282514,Rituxan,DRUG,Stiff-Person Syndrome,phase1; phase2,TERMINATED,Northwestern University,
NCT02557516,monalizumab,DRUG,Chronic Lymphocytic Leukemia,phase1; phase2,TERMINATED,Innate Pharma,
NCT04520906,microwave ablation,DEVICE,Hepatocellular Carcinoma,na,TERMINATED,Suzhou Hengruihongyuan Medical Technology Co. LTD,
NCT05390606,Flourish HEC and BioGenesis,OTHER,Infertility; Infertility Unexplained,phase1,TERMINATED,Vaginal Biome Science,
NCT00028704,conventional surgery,PROCEDURE,Breast Cancer,phase3,TERMINATED,European Organisation for Research and Treatment of Cancer - EORTC,
NCT00028704,radiation therapy,RADIATION,Breast Cancer,phase3,TERMINATED,European Organisation for Research and Treatment of Cancer - EORTC,
NCT01643733,Using Flow measurements to guide fistula angioplasty (Transonics),DEVICE,End Stage Renal Failure on Dialysis; Renal Failure,na,TERMINATED,Richard Lindsay,
NCT01657149,Lymphatic massage and individual physiotherapy,PROCEDURE,Total Knee Replacement,na,TERMINATED,Rabin Medical Center,
NCT01657149,individual physiotherapy only,PROCEDURE,Total Knee Replacement,na,TERMINATED,Rabin Medical Center,
NCT05384249,Izokibep,DRUG,Uveitis,phase2,TERMINATED,ACELYRIN Inc.,
NCT05384249,Placebo,DRUG,Uveitis,phase2,TERMINATED,ACELYRIN Inc.,
NCT02825849,Intrauterine infusion of platelet rich plasma,BIOLOGICAL,Infertility; Asherman's Syndrome,phase2,TERMINATED,"University of California, San Francisco",
NCT03562949,Test Product,DRUG,Asthma,phase3,TERMINATED,Amneal Ireland Limited,
NCT03562949,Reference Product,DRUG,Asthma,phase3,TERMINATED,Amneal Ireland Limited,
NCT03562949,Placebo,DRUG,Asthma,phase3,TERMINATED,Amneal Ireland Limited,
NCT00300885,"Nexavar (Sorafenib, BAY43-9006) + carboplatin + paclitaxel",DRUG,"Carcinoma, Non-Small Cell Lung",phase3,TERMINATED,Bayer,
NCT00300885,Carboplatin plus Paclitaxel,DRUG,"Carcinoma, Non-Small Cell Lung",phase3,TERMINATED,Bayer,
NCT03462576,Methacetin Breath Test,OTHER,Decompensated Cirrhosis,na,TERMINATED,"Meridian Bioscience, Inc.",
NCT03462576,Emricasan,DRUG,Decompensated Cirrhosis,na,TERMINATED,"Meridian Bioscience, Inc.",
NCT03462576,Placebo oral capsule,DRUG,Decompensated Cirrhosis,na,TERMINATED,"Meridian Bioscience, Inc.",
NCT02770989,Vimecon Laser CAI percutaneous cardiac ablation,PROCEDURE,Atrial Fibrillation,na,TERMINATED,Vimecon GmbH,
NCT02093468,MST-188,DRUG,Acute Limb Ischemia,phase2,TERMINATED,"Mast Therapeutics, Inc.",
NCT02093468,Saline,DRUG,Acute Limb Ischemia,phase2,TERMINATED,"Mast Therapeutics, Inc.",
NCT04685850,sequela evaluation,OTHER,"Meningitis, Meningococcal; Sequela",na,TERMINATED,Centre Hospitalier Intercommunal Creteil,
NCT03287050,Pembrolizumab,DRUG,Urothelial Carcinoma,phase2,TERMINATED,University of Michigan Rogel Cancer Center,
NCT03287050,SBRT,RADIATION,Urothelial Carcinoma,phase2,TERMINATED,University of Michigan Rogel Cancer Center,
NCT03640650,Dropless Therapy,OTHER,Cataract Surgery,phase4,TERMINATED,PeriPharm,
NCT03640650,Usual Care,DRUG,Cataract Surgery,phase4,TERMINATED,PeriPharm,
NCT02758990,Vitamin A,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Vitamin B6,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Vitamin C,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Nicotinamide,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Vitamin D3,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Vitamin E,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Broccoli,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Spinach,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Caffeine,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Coffee,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Axon Eyewear,DEVICE,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT02758990,Chocolate,OTHER,"Obesity; Rhinitis; Rhinitis, Allergic; Respiratory Sounds; Dyspnea; Headache; Migraine Disorders; Arthritis; Arthralgia; Anxiety; Sleep Initiation and Maintenance Disorders; Sleep Deprivation",na,TERMINATED,Verifomics LLC,
NCT03267810,TENS,DEVICE,Spinal Cord Injuries,na,TERMINATED,University of Miami,
NCT03267810,Sham TENS,OTHER,Spinal Cord Injuries,na,TERMINATED,University of Miami,
NCT02892682,BLOOD TEST,OTHER,"Chronic Spotaneous Urticaria, Idiopathic Non Histaminergic Angioderma, Hereditary Angioedema With C1 Inhibitor Deficiency",na,TERMINATED,"University Hospital, Montpellier",
NCT03104348,COPD screening,OTHER,COPD,na,TERMINATED,"University Hospital, Brest",
NCT00280748,pemetrexed disodium,DRUG,Lung Cancer; Metastatic Cancer,phase2,TERMINATED,UNC Lineberger Comprehensive Cancer Center,
NCT00280748,radiation therapy,RADIATION,Lung Cancer; Metastatic Cancer,phase2,TERMINATED,UNC Lineberger Comprehensive Cancer Center,
NCT03714555,Safety Laboratories,OTHER,Metastatic Pancreatic Cancer,phase2,TERMINATED,HonorHealth Research Institute,
NCT03714555,AE Assessment,OTHER,Metastatic Pancreatic Cancer,phase2,TERMINATED,HonorHealth Research Institute,
NCT03714555,Physical Exam,OTHER,Metastatic Pancreatic Cancer,phase2,TERMINATED,HonorHealth Research Institute,
NCT03714555,Concomitant Medication Review,OTHER,Metastatic Pancreatic Cancer,phase2,TERMINATED,HonorHealth Research Institute,
NCT03714555,Tumor Imaging,OTHER,Metastatic Pancreatic Cancer,phase2,TERMINATED,HonorHealth Research Institute,
NCT03714555,nab-paclitaxel (Abraxane)/gemcitabine (Gemzar) Protocol Plus Disulfiram/Copper Gluconate,DRUG,Metastatic Pancreatic Cancer,phase2,TERMINATED,HonorHealth Research Institute,
NCT03714555,FOLFIRINOX regimen Plus Disulfiram/Copper Gluconate,DRUG,Metastatic Pancreatic Cancer,phase2,TERMINATED,HonorHealth Research Institute,
NCT03714555,Single-agent gemcitabine (Gemzar) regimen Plus Disulfiram/Copper Gluconate,DRUG,Metastatic Pancreatic Cancer,phase2,TERMINATED,HonorHealth Research Institute,
NCT04436055,No Intervention will be used,OTHER,"Cannabis Use; Drug Use; Development, Infant",na,TERMINATED,Duke University,
NCT02998008,high intensity interval training,BEHAVIORAL,"Diabetes Mellitus, Type 2",na,TERMINATED,Norwegian University of Science and Technology,
NCT01058408,Intensity modulated radiotherapy,RADIATION,Head and Neck Cancer,phase1,TERMINATED,Dana-Farber Cancer Institute,
NCT01058408,RAD001,DRUG,Head and Neck Cancer,phase1,TERMINATED,Dana-Farber Cancer Institute,
NCT01058408,cisplatin,DRUG,Head and Neck Cancer,phase1,TERMINATED,Dana-Farber Cancer Institute,
NCT00152308,2% rapamycin-eluting YUKONdes PEARL-stent,DEVICE,Coronary Disease,phase4,TERMINATED,Translumina GmbH,
NCT00152308,1% rapamycin-eluting YUKONdes PEARL-stent,DEVICE,Coronary Disease,phase4,TERMINATED,Translumina GmbH,
NCT00152308,YUKONdes PEARL-stent coated with placebo (ethanol),DEVICE,Coronary Disease,phase4,TERMINATED,Translumina GmbH,
NCT05267925,CuraLin,OTHER,Type 2 Diabetes,na,TERMINATED,National University of Natural Medicine,
NCT02707276,Active Low Field Magnetic Stimulation,DEVICE,Bipolar Depression Depressed Phase,na,TERMINATED,Mclean Hospital,
NCT02707276,Sham Low Field Magnetic Stimulation,DEVICE,Bipolar Depression Depressed Phase,na,TERMINATED,Mclean Hospital,
NCT00806468,Desmotabs,DRUG,Parkinson Disease,phase4,TERMINATED,Johannes Gutenberg University Mainz,
NCT03342950,Topical Solution,DRUG,Neuralgia Peripheral,phase2,TERMINATED,Terence J. Coderre,
NCT03342950,Placebos,DRUG,Neuralgia Peripheral,phase2,TERMINATED,Terence J. Coderre,
NCT01469091,Smoking intervention.,BEHAVIORAL,Vascular Disease,na,TERMINATED,"Rigshospitalet, Denmark",
NCT02671890,Chemotherapy,DRUG,Metastatic Pancreatic Adenocarcinoma; Refractory Malignant Solid Neoplasm; Stage IV Pancreatic Cancer AJCC v8,phase1,TERMINATED,Mayo Clinic,
NCT02671890,Disulfiram,DRUG,Metastatic Pancreatic Adenocarcinoma; Refractory Malignant Solid Neoplasm; Stage IV Pancreatic Cancer AJCC v8,phase1,TERMINATED,Mayo Clinic,
NCT02671890,Gemcitabine Hydrochloride,DRUG,Metastatic Pancreatic Adenocarcinoma; Refractory Malignant Solid Neoplasm; Stage IV Pancreatic Cancer AJCC v8,phase1,TERMINATED,Mayo Clinic,
NCT02671890,Laboratory Biomarker Analysis,OTHER,Metastatic Pancreatic Adenocarcinoma; Refractory Malignant Solid Neoplasm; Stage IV Pancreatic Cancer AJCC v8,phase1,TERMINATED,Mayo Clinic,
NCT00823810,PET/CT,OTHER,Colorectal Cancer,na,TERMINATED,Turku University Hospital,
NCT05039710,JNJ-75220795,DRUG,Fatty Liver,phase1,TERMINATED,Janssen Pharmaceutical K.K.,
NCT05039710,Placebo,OTHER,Fatty Liver,phase1,TERMINATED,Janssen Pharmaceutical K.K.,
NCT04365660,18-F FTC 146,DRUG,Osteosarcoma,phase2,TERMINATED,"Davidzon, Guido, M.D.",
NCT02806960,Nasal Glucagon,DRUG,"Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",phase1,TERMINATED,Eli Lilly and Company,
NCT03750006,Short session HIIT,BEHAVIORAL,Frailty,na,TERMINATED,VA Office of Research and Development,
NCT02994784,Propylene Glycol-Free Melphalan Hydrochloride,DRUG,Amyloidosis; Systemic,phase2,TERMINATED,Boston Medical Center,
NCT04633278,CMP-001,DRUG,Squamous Cell Carcinoma of Head and Neck,phase2,TERMINATED,Regeneron Pharmaceuticals,
NCT04633278,Pembrolizumab,DRUG,Squamous Cell Carcinoma of Head and Neck,phase2,TERMINATED,Regeneron Pharmaceuticals,
NCT00333385,ceftazidime,DRUG,Cystic Fibrosis; Pseudomonas Aeruginosa; Pulmonary Exacerbation,phase4,TERMINATED,"Association Nationale pour les Traitements A Domicile, les Innovations et la Recherche",
NCT00881608,Placebo,DRUG,Amenorrhea,phase1,TERMINATED,Repros Therapeutics Inc.,
NCT00881608,Proellex,DRUG,Amenorrhea,phase1,TERMINATED,Repros Therapeutics Inc.,
NCT02863991,ONC201,DRUG,Multiple Myeloma,phase1; phase2,TERMINATED,Jazz Pharmaceuticals,
NCT02863991,Dexamethasone,DRUG,Multiple Myeloma,phase1; phase2,TERMINATED,Jazz Pharmaceuticals,
NCT00406874,omega 3 fats,DRUG,Infertility,phase2,TERMINATED,Reproductive Partners Medical Group,
NCT00406874,folic acid,DRUG,Infertility,phase2,TERMINATED,Reproductive Partners Medical Group,
NCT01012297,Bevacizumab,BIOLOGICAL,Recurrent Uterine Corpus Sarcoma; Stage IIIA Uterine Sarcoma; Stage IIIB Uterine Sarcoma; Stage IIIC Uterine Sarcoma; Stage IVA Uterine Sarcoma; Stage IVB Uterine Sarcoma; Uterine Corpus Leiomyosarcom,phase3,TERMINATED,National Cancer Institute (NCI),
NCT01012297,Docetaxel,DRUG,Recurrent Uterine Corpus Sarcoma; Stage IIIA Uterine Sarcoma; Stage IIIB Uterine Sarcoma; Stage IIIC Uterine Sarcoma; Stage IVA Uterine Sarcoma; Stage IVB Uterine Sarcoma; Uterine Corpus Leiomyosarcom,phase3,TERMINATED,National Cancer Institute (NCI),
NCT01012297,Filgrastim,BIOLOGICAL,Recurrent Uterine Corpus Sarcoma; Stage IIIA Uterine Sarcoma; Stage IIIB Uterine Sarcoma; Stage IIIC Uterine Sarcoma; Stage IVA Uterine Sarcoma; Stage IVB Uterine Sarcoma; Uterine Corpus Leiomyosarcom,phase3,TERMINATED,National Cancer Institute (NCI),
NCT01012297,Gemcitabine Hydrochloride,DRUG,Recurrent Uterine Corpus Sarcoma; Stage IIIA Uterine Sarcoma; Stage IIIB Uterine Sarcoma; Stage IIIC Uterine Sarcoma; Stage IVA Uterine Sarcoma; Stage IVB Uterine Sarcoma; Uterine Corpus Leiomyosarcom,phase3,TERMINATED,National Cancer Institute (NCI),
